Project: Dynamics 365 Convergence    Server: dev.azure.com/ecolaboip    Query: 1C-Project-Plan-All-001    List type: Tree    ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Work Item Type,Effort,Target Date,Title 1,Title 2,Title 3,Title 4,Title 5,Title 6,Description,Assigned To,State,Tags,Area Path,Created By,Iteration Path,Priority,Reason,Value Area,Comment Count,Acceptance Criteria,Story Points,Activity,Finish Date,Original Estimate,Remaining Work,Completed Work
891060,User Story,,,,,,Update the Filter Logic for Products on the Tank Order Detail Page,,,"As a system, I need to update the filter logic for products on the Tank Order Detail page for Base Tank requests raised for EBS Accounts so that the Sales Rep can select the right value and proceed to submit the Base Tank Request 

 
Existing Logic for NSAP: 
 
When the Order Type is Base and the Request Type is New,  
the system shows only the products that belong to the selected Sales Org. 
 If the Order Type is Base and the Request Type is Product Change, the products are filtered based on the selected tank capacity and the transfer service value, and only matching product numbers (.31, .33, .36, .38, .91) from the same Sales Org are shown.  
For Base + Label Only, only products with product type 1 linked to that Sales Org are displayed.  
When the Order Type is Bulk and the Request Type is New or Label Only, the lookup shows all products of type 1 or 2 for the selected Sales Org. For Bulk + Product Change, the system filters products according to the chosen bulk tank capacity and transfer service, and then shows only those valid for the selected Sales Org. 

 
","Singh, Sahil",In QA,FBU R2 Release; FBU_QAPush_Jan_Major1,\FBU 1C\CRM,"K S, Shamil",\One Dynamics\Sprint 25.17.04,2,Moved out of state PO Approved,Business,4," *  Given a SalesRep is creating Tank Order Detail record for a 1C Water Sales Skill Account, 

 *  When the user navigates to the General Information tab, 
 *  Then the Product field should be filtered based on the Legacy Product field linked to the EBS Product as per the logic defined below 

 *  

 

  
 *  When the Order Type is Base and      the Request Type is New 
  

   
 *  Show all products linked to       the Account Sales Org and where the Legacy Product Port-a-feed Product = YES 
  

  
 *  When the Order Type is Base      and the Request Type is Product Change 
  

   
 *  If Base Tank Capacity is 400       and Transfer Service = YES 
   

    
 *  Show all EBS products linked to        the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .33/.36/.38 
   

   
 *  If Base Tank Capacity is 400       and Transfer Service = NO 
   

    
 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .31/.33/.91 
   

   
 *  If Base Tank Capacity is 105       or 75 and Transfer Service = YES 
   

    
 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .36/.38 
   

   
 *  If Base Tank Capacity is 55       or 30 and Transfer Service = YES 
   

    
 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .38 
   

   
 *  If Base Tank Capacity is 200       and Transfer Service = YES 
   

    
 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .33/.36 
   

   
 *  If Base Tank Capacity is 200       and Transfer Service = NO 
   

    
 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .31/.33 
   

   
 *  If none of the conditions       match,  
   

    
 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES 
   

  

  
 *  When the Order Type is Base      and Request Type is Label Only 

 *  Lock the product look-up field 
 

 

 

 
 

 

 

 
",3,,,,,
892094,Task,,,,,,,Update the Filter Logic for Products on the Tank Order Detail Page,,"Update the Filter Logic for Products on the Tank Order Detail Page
 
","Singh, Sahil",Closed,,\FBU 1C\CRM,"Singh, Sahil",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Development,,6,,6
892103,Task,,,,,,,Update the existing logic in js,,"Update the existing logic in js 
 
","Singh, Sahil",Closed,,\FBU 1C\CRM,"Singh, Sahil",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Development,,6,,6
895075,Task,,,,,,,Unit Testing,,"Unit Testing 
","Singh, Sahil",Closed,,\FBU 1C\CRM,"Singh, Sahil",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Testing,,2,,2
891482,Task,,,,,,,Testing,,"Evidence ?? 
https://go.screenpal.com/watch/cTl06dnYs8G - Label only
https://go.screenpal.com/watch/cTl069nYs95 - New
https://go.screenpal.com/watch/cTlUIgnrV2B - Product change
https://go.screenpal.com/watch/cTlUIdnrVD0
https://go.screenpal.com/watch/cOVhipnrIiL
 
https://go.screenpal.com/watch/cOVhiMnrI6h
 
","D, Triveni",Closed,,\FBU 1C\CRM,"M, Mallika",\One Dynamics\Sprint 25.17.04,2,Completed,,0,,,Testing,,4,,4
895007,Task,,,,,,,Technical Document,,"Technical Document 
","Singh, Sahil",Closed,,\FBU 1C\CRM,"Singh, Sahil",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Documentation,,0.5,,0.5
891967,Task,,,,,,,Review Test Cases,,,"K S, Shamil",Closed,,\FBU 1C\CRM,"Mittal, Arpit",\One Dynamics\Sprint 25.17.03,2,Completed,,0,,,Requirements,,0.1,,0.1
891481,Task,,,,,,,Master Regression Update,,,"D, Triveni",Closed,,\FBU 1C\CRM,"M, Mallika",\One Dynamics\Sprint 25.17.03,2,Completed,,0,,,Testing,,0.5,,0.5
891474,Task,,,,,,,Creation/Update Test Scenarios,,"Scenario 1: Product field should be filtered based on the Legacy Product field linked to the EBS Product
 
 
 

 
Scenario 1A: Create a new BASE tank order with Order Type is Base and the Request Type is New

 *  Login to CRM as FBU Water user 
 *  Select a Water customer account 
 *  Go to the tank order tab 
 *  Create a new BASE tank order with Order Type is Base and the Request Type is New and save it 
 *  Navigate to Product details tab > Add new tank order detail  
 *  Validate all products linked to the Account Sales Org are displayed in the product field 
 

 
Scenario 1B: Create a new BASE tank order with Order Type is Base and the Request Type is Label Only
 

 *  Login to CRM as FBU Water user 
 *  Select a Water customer account 
 *  
Go to the tank order tab  
 
 *  
Create a new tank order with Order Type is Base and Request Type is Label Only and save it 
 
 
 *  
Navigate to Product details tab
 
 
 *  
Validate product look-up field is locked
 
 
 

Scenario 1C: Create a new BASE tank order with Order Type is Base and the Request Type is Product Change
 

 *  Login to CRM as FBU Water user 
 *  Select a Water customer account 
 *  Go to the tank order tab 
 *  Create a new tank order with Order Type is Base and the Request Type is Product Change 
 *  Navigate to Product details tab > Add new tank order detail 
 *  In the Product information section add a value for tank > Click Save 
 *  Go to Tank information tab 
 *  Validate Base tank capacity field and Base tank capacity value should be auto populated
 
 *  Go to General Information > Try to select a new product 
 

 *  If Base Tank Capacity is 400 and Transfer Service = YES 

 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .33/.36/.38 
 

 *  If Base Tank Capacity is 400 and Transfer Service = NO 

 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .31/.33/.91 
 

 *  If Base Tank Capacity is 105 or 75 and Transfer Service = YES 

 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .36/.38 
 

 *  If Base Tank Capacity is 55 or 30 and Transfer Service = YES 

 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .38 
 

 *  If Base Tank Capacity is 200 and Transfer Service = YES 

 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .33/.36 
 

 *  If Base Tank Capacity is 200 and Transfer Service = NO 

 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES and NSAP product number ending with .31/.33 
 

 *  If none of the conditions match, 

 *  Show all EBS products linked to the Account Sales Org and where the Legacy NSAP Products with Port-a-feed Product = YES 
 

 

 

 

 

 
 

 
","D, Triveni",Closed,,\FBU 1C\CRM,"M, Mallika",\One Dynamics\Sprint 25.17.03,2,Completed,,3,,,Testing,,1,,1
891012,User Story,,,,,,Update the Filter Logic for Base Tank Size on the Tank Order Detail Page,,,"As a system, I need to update the filter logic for Base Tank Size on the Tank Order Detail page for Base Tank requests raised for EBS Accounts so that the Sales Rep can select the right value and proceed to submit the Base Tank Request 

 
Existing Logic for NSAP: 
FilterTankSizeAsperProductSelected checks the Order Type (must be Base = 806460000) and the Product number.
It sets flags (N31, N33, N36, N38, N91) and applies a Tank Size lookup filter based on the product: 
 .31, .33, .91 ? 200 or 400 
 .36 ? 75, 105, 200, 400 
 .38 ? 30, 55, 65, 75, 105, 200, 400 
 If no matching product, a dummy filter is applied (0 capacity), so no records are shown. 

 
","Singh, Sahil",Pending Prod Release,CodeReviewed; FBU R2 Release; FBU_QAPush_Dec_Major5; ReadyforDemo,\FBU 1C\CRM,"K S, Shamil",\One Dynamics\Sprint 25.17.03,2,Moved out of state In QA,Business,5," *  Given a SalesRep is creating Tank Order Detail record for a 1C Water Sales Skill Account, 

 *  When the user navigates to the Tank Information tab post selecting the EBS product on the General Information tab, 
 *  Then the Base Tank Size capacity field should be filtered based on the Legacy Product linked to the EBS Product as per the logic defined below 

 *  If the product is ending with .31, .33, .91 then display Base Tank Sizes 200 (Junior) or 400 (Senior) 
 *  If the product is ending with .36 then display Base Tank Sizes 75 (Mini), 105 (Mini Plus), 200 (Junior), 400 (Senior) 
 *  If the product is ending with .38 then display Base Tank Sizes 30 (Plastic Micro Plus), 55 , 65 (Plastic Micro Plus), 75 (Mini), 105 (Mini Plus), 200 (Junior), 400 (Senior) 
 *  If no matching product, a dummy filter is applied (0 capacity), no records are shown 
 

 

 

",3,,,,,
891964,Task,,,,,,,Validate the logic existing NSAP logic,,"Validate the logic existing NSAP logic 
 
","Singh, Sahil",Closed,,\FBU 1C\CRM,"Singh, Sahil",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Development,,6,,6
891970,Task,,,,,,,Unit Testing,,"Unit Testing 
","Singh, Sahil",Closed,,\FBU 1C\CRM,"Singh, Sahil",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Testing,,1,,1
891480,Task,,,,,,,Testing,,"Evidence: 

 
https://go.screenpal.com/watch/cTlFhJnYk4C
 
","D, Triveni",Closed,,\FBU 1C\CRM,"M, Mallika",\One Dynamics\Sprint 25.17.03,2,Completed,,0,,,Testing,,3,,3
894840,Task,,,,,,,Technical Document,,"Create a technical document. 
","Singh, Sahil",Closed,,\FBU 1C\CRM,"Singh, Sahil",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Documentation,,0.5,,0.5
891962,Task,,,,,,,Review Test Cases,,,"K S, Shamil",Closed,,\FBU 1C\CRM,"Mittal, Arpit",\One Dynamics\Sprint 25.17.03,2,Completed,,0,,,Requirements,,0.1,,0.1
891479,Task,,,,,,,Master Regression Update,,,"D, Triveni",Closed,,\FBU 1C\CRM,"M, Mallika",\One Dynamics\Sprint 25.17.03,2,Completed,,0,,,Testing,,0.5,,0.5
891969,Task,,,,,,,Implement Tank Size Filtering on the basis of Legacy Product,,"Implement Tank Size Filtering on the basis of Legacy Product
 
","Singh, Sahil",Closed,,\FBU 1C\CRM,"Singh, Sahil",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Development,,6,,6
891473,Task,,,,,,,Creation/Update Test Scenarios,," *  Login to CRM as FBU Water user 
 *  Select a Water customer account 
 *  Go to the tank order tab and create a new tank order and save it 
 *  Navigate to Product details tab > Add new tank order detail > General Information tab 
 *  Select a product number 
 *  Legacy Product field should be filtered based on the Product field  
 *  Validate Base Tank Size capacity field should be filtered based on the Legacy Product linked to the EBS Product
     a. if the product number is ending with .31, .33, .91, go to Tank information tab 
                then it should display Base tank size 200 (Junior) or 400 (Senior)
     b. If the product is ending with .36, go to Tank information tab
                then it should display Base Tank Sizes 75 (Mini), 105 (Mini Plus), 200 (Junior), 400 (Senior)
     c. If the product is ending with .38, go to Tank information tab      
                then it should display Base Tank Sizes 30 (Plastic Micro Plus), 55, 65 (Plastic Micro Plus), 75 (Mini), 105 (Mini                      Plus), 200 (Junior), 400 (Senior)
     d. If no matching product, 
                then it should display a dummy filter is applied (0 capacity), no records are shown 
 

 


","D, Triveni",Closed,,\FBU 1C\CRM,"M, Mallika",\One Dynamics\Sprint 25.17.03,2,Completed,,2,,,Testing,,1,,1
857909,User Story,,,,,,Update CRM logic to support legacy and dual account numbers,,,"As a CRM Developer, I need to update CRM logic to support both legacy and dual account numbers so that users can reference either EBS or NSAP identifiers during order processing.

Functional Requirement: Update CRM Logic to Handle Dual Account Numbers 
","Yellapantula, Siva",Removed,CRM; Review,\FBU 1C,"Bargabus, Carol",\One Dynamics,2,Removed from the backlog,Business,0,"Given I am a Sales Rep using CRM looking at a customer record with legacy and dual account numbers 
When I initiate a tank order 
Then the CRM should allow selection and validation of either EBS or NSAP account numbers 
And ensure correct linkage to downstream systems 

 
",,,,,,
885573,User Story,,,,,,Technical Spike: Technical Spike: Evaluate Integration Approach to Synchronize Unloading Point Updates from ERP to CRM (Tank Orders & Tanks),,,"As a technical architect,
I need to analyze the feasibility, data sources, models, and integration options for synchronizing unloading point updates from ERP (EBS/NSAP) into CRM,
 
so that future changes to unloading points in ERP are automatically reflected on Tank Order and Tank records in CRM, reducing manual updates and improving data accuracy.
 

 
Context and Background: 

 *  When a new tank order is created in CRM, the unloading point is captured on the Tank Order Detail and carried over into the Tank record created afterward. 
 *  After the tank record is created, no integration exists today to sync future unloading point updates that occur in ERP. 
 *  Business has confirmed that this gap introduces: 

 *  inconsistent unloading point information 
 *  unnecessary manual maintenance 
 *  risk of incorrect logistics and delivery instructions 
 

 *  This spike determines how the integration can be built and what is required to support it. 
 

 
","Kamble, Arun",In Development,Integration; moveTonextSprint,\FBU 1C\Data,"Yellapantula, Siva",\One Dynamics\Sprint 26.17.05,2,Moved out of state Sprint Ready,Business,4," *  Source Identification (ERP ? Snowflake) 

 *  Identify where unloading point is stored in EBS/NSAP: 

 *  Table name 
 *  Field name 
 *  Associated metadata (ship-to, site, product, or tank linkages) 
 

 *  Determine whether unloading point updates are: 

 *  stored at the ship-to level 
 *  stored at the tank/equipment level 
 *  or stored at the order level 
 

 *  Document how unloading point deltas are captured in ERP. 
 

 *  Snowflake Modeling 

 *  Identify which Snowflake view(s) today contain unloading point data. 
 *  Investigate whether existing E-Commerce unloading point integration already sources this data. 
 *  Document: 

 *  View name 
 *  Columns 
 *  Join keys (serial number, equipment number, ship-to number, etc.) 
 

 *  Assess whether the same Snowflake view can be reused for CRM: 

 *  If yes ? document required transformations 
 *  If no ? document required new Snowflake view(s) 
 

 

 *  CRM Data Impact 

 *  Identify the correct target fields in CRM: 
 *  On the Tank record (final source of truth) 
 *  On the Tank Order Detail (legacy reference—should NOT be updated after tank creation) 
 *  Confirm update key: 

 *  Primary key should be Serial Number + Equipment Number for matching tanks 
 *  Validate fallback keys (Tank ID, external key, or GUID mapping) 
 

 

 *  Integration Pattern Options 

 *  ADF Pipeline  

 *  Scheduled incremental pulls 
 *  Compare Snowflake ? CRM tank table 
 *  Upsert unloading point into CRM Tank record 
 

 

 *  Technical Outputs Required 

 *  Spike output must clearly document: 

 *  ERP table and field source 
 *  Snowflake view and field mapping 
 *  Proposed CRM field updates 
 *  Recommended integration pattern 
 *  Effort estimate (S/M/L) 
 *  Any required transformations (e.g., field type conversions) 
 

 

 

",5,,,,,
897279,Task,,,,,,,INV | Snowflake | Tank & attributes like unloading point,,"Investigate If we are getting information related to tanks and its unloading points from SAP.
Also on joining columns between SF and CRM 
","Kamble, Arun",Active,,\FBU 1C\Data,"Kamble, Arun",\One Dynamics\Sprint 26.17.05,2,Work started,,1,,,Investigation,,8,1,7
857911,User Story,,,,,,Technical Spike: Investigate Ship-To handling logic for dual-system support,,,"As a Technical Architect, I need to conduct a spike to understand how Ship-To logic is currently implemented in CRM and how it can be adapted to support dual-system mapping between EBS and NSAP.
 
","Yellapantula, Siva",Removed,CRM; Review; TECHNICAL SPIKE,\FBU 1C,"Bargabus, Carol",\One Dynamics,2,Removed from the backlog,Business,0,"Given the current Ship-To logic in CRM 
When I analyze the data flow and approval routing 
Then I should identify gaps and propose changes to support dual-system mapping 
And document findings for implementation plan 

 
",,,,,,
885579,User Story,,,,,,"Technical Spike: Determine Source, Model, and CRM Storage Location for NSAP Intercompany Ship-To (Identification Numbers)",,,"As a technical architect,
I need to investigate how and where the NSAP Intercompany Ship-To identification number is sourced in EBS and Snowflake,
 
so that we can determine the correct Snowflake view, data model, CRM storage location, and required pipeline changes to support CRM enhancements for 1C Tank Orders.
 

 
Context / Background

 *  EBS maintains various Identification Numbers against SOLDTO/SHIPTO accounts. 
 *  Each identification line includes fields such as: 

 *  ID Type 
 *  ID Type Description 
 *  ID Number 
 *  Responsible Institution 
 *  Entry Date 
 *  Country 
 *  Additional metadata 
 

 *  For tank order processing, CRM needs specifically: 

 *  ID Type = ZNSAP ? Represents the NSAP Intercompany Ship-To number. 
 

 *  However: 

 *  We must confirm where this identification data resides in EBS UI and underlying tables 
 *  We need to identify the correct Snowflake view(s) that supply this data 
 *  Future identification numbers may be needed; therefore Snowflake model should support a 1:N relationship (Account ? Identification Numbers) 
 

 *  The spike must determine whether the NSAP Intercompany Ship-To should be stored on: 

 *  Sold-To account, or 
 *  Ship-To account 
 

 *  and outline required ADF pipeline changes accordingly. 
 

 
 
","Kumar, Manoj",Pending PO Review,Integration,\FBU 1C\Data,"Yellapantula, Siva",\One Dynamics\Sprint 25.17.04,2,Moved out of state In Development,Business,6," *  Identify EBS Source 

 *  Document which EBS screen/tab displays Identification Numbers 
 *  Document underlying EBS tables/view(s) storing this data 
 *  Confirm where ZNSAP identification number resides 
 

 *  Identify Snowflake Source Views 

 *  Identify the correct Snowflake table or view containing Identification Numbers 
 *  Validate whether NSAP Intercompany Ship-To (ZNSAP) is present 
 *  Document all columns required for CRM 
 *  Confirm whether 1:N modeling is supported (Account ? Multiple ID Lines) 
 

 *  Validate Modeling Needs 

 *  Confirm if Snowflake view needs expansion to include multiple identification number rows 
 *  Recommend Snowflake model design for future extensibility 
 *  Document entity model proposal: 

 *  Account ? Identification Numbers table (recommended) OR 
 *  Flattened record on Account (not recommended unless needed) 
 

 

 *  Determine Storage Location in CRM 

 *  Document clear recommendation on whether NSAP Intercompany Ship-To must be stored at: 

 *  Sold-To level, or 
 *  Ship-To level 
 

 *  Decision must include: 

 *  Pros/cons 
 *  Data consistency 
 *  Handling of 1:N Ship-To relationships 
 *  Impact to tank order processing 
 

 

 *  Document CRM + ADF Changes Needed 
 *  Based on findings, document: 

 *  Which pipeline(s) must be updated: 

 *  Sold-To ADF pipeline 
 *  Ship-To ADF pipeline 
 

 *  Required schema changes (new fields, transformations, mapping rules) 
 *  Requirements for field-level validation or cleansing 
 *  Any dependencies on MAP or Snowflake teams 
 

 *  Produce Technical Spike Output Document 

 *  Spike output must include: 

 *  Source-to-target mapping 
 *  Snowflake view details 
 *  CRM storage recommendation 
 *  Draft field-level mapping 
 *  List of required ADF changes 
 *  Final recommendation for build story 
 

 

 


",5,,,,,
888359,Task,,,,,,,Document and mapping columns,,,"Kumar, Manoj",Closed,,\FBU 1C\Data,"Kumar, Manoj",\One Dynamics\Sprint 25.17.04,2,Completed,,0,,,Investigation,,10,,10
888358,Task,,,,,,,Analysis of Data,,,"Kumar, Manoj",Closed,,\FBU 1C\Data,"Kumar, Manoj",\One Dynamics\Sprint 25.17.02,2,Completed,,0,,,Investigation,,8,,8
885572,User Story,,,,,,Technical Spike: Design & Recommend Customer Service Notification Mechanism (Per-Order vs Daily Summary) for Tank Orders,,,"As a technical team,
I need to analyze and design the best solution to automatically notify the Customer Service team when a tank order reaches the Customer Setup workflow stage,
 
so that business can receive timely alerts and take appropriate action on new, label, and product-change tank orders.
 

 
Context and Background: 
Today:

 *  Customer Service monitors tank orders manually via dashboards. 
 *  No automated notification is sent when an order reaches the Customer Setup stage. 
 *  The business prefers automated notifications and wants a clear understanding of: 

 *  Trigger definition 
 *  When the email should fire 
 *  Who should receive the notification 
 *  Per-order email vs daily summary 
 *  Standardized email subject + body formatting 
 

 *  Business’ initial preference: 

 *  Per-order notification (one email per tank order reaching Customer Setup). 
 

 *  However: 

 *  The technical feasibility, complexity, cost, performance impact, and maintainability must be evaluated. 
 *  Daily summary notification (batch model) may still be considered depending on effort, reliability, and scalability. 
 

 

 
This spike must evaluate both models, document the findings, and provide a final recommendation. 
 

 
","Yellapantula, Siva",Removed,TECHNICAL SPIKE,\FBU 1C\CRM,"Yellapantula, Siva",\One Dynamics\Sprint 25.17.02,2,Removed from the backlog,Business,1,"Scope of Analysis

 *  This spike must review, analyze, and document: 

 *  Trigger Logic (When to send the notification) 
 *  Determine the exact workflow stage: Customer Setup stage in the tank order BPF. 
 *  Determine if any edge conditions exist: 

 *  Order reopened 
 *  Order resubmitted 
 *  Order modified after Customer Setup 
 

 *  Confirm whether a notification is required only on first entry into the stage or on any change. 
 *  Targeted Tank Order Types 

 *  New Tank 
 *  Product Change 
 *  Label-Only 
 

 

 *  Notification Modalities to Evaluate 

 *  Per-Order Immediate Notification 
 *  Triggered instantly when order enters Customer Setup stage. 
 *  Emails sent one-by-one. 
 *  Requires evaluating: 
 *  Plugin vs Power Automate 
 *  Performance 
 *  Reliability 
 *  Outlook mail limits 
 *  Logging/audit needs 
 

 *  Daily Summary Notification 

 *  A scheduled process identifies all tank orders in Customer Setup. 
 *  Sends one consolidated email. 
 *  Requires evaluating: 
 *  Batch job scheduling 
 *  Data reliability 
 *  Formatting the summary 
 *  File export vs inline table 
 

 *  Email Formatting & Content 
 *  Provide recommended formatting including: 

 *  Subject Line Template 
 *  e.g., “Tank Order Ready for Customer Setup – Request #{{OrderNumber}} – {{CustomerName}}” 
 *  Body Template 
 *  Should include: 
 *  Tank Order ID 
 *  Request Type 
 *  Customer Account Name / Sold-To 
 *  Ship-To 
 *  Product Information 
 *  Date Submitted 
 *  Link to open the tank order in CRM 
 *  Any additional metadata recommended by UX/Operations 
 

 *  Delivery Mechanism Evaluated 

 *  Spike must analyze feasibility of: 

 *  Power Automate Flow (Cloud Flow triggered by Dataverse) 
 *  Scheduled job (for daily summary) 
 *  Any dependency on dashboards or workflow logs 
 

 

 *  Recipient Mapping 

 *  Confirm: 

 *  Distribution list 
 *  Static email addresses 
 *  Or dynamic based on region/district/customer type 
 

 

 *  Pros & Cons Comparison 

 *  Full evaluation should include: 

 *  Technical feasibility 
 *  Cost/effort 
 *  Maintainability 
 *  Supportability 
 *  Error handling 
 *  Performance 
 *  Impact on Customer Service 
 *  Scalability for future R2+ 
 *  Risk mitigation 
 

 

 *  Final Recommendation 

 *  Identify preferred mechanism (likely Per Order Notification) 
 *  Justify the recommendation 
 *  Provide a recommended implementation approach 
 

 

 

",,,,,,
883234,User Story,,,,,,Send Automated Notification When Tank Order Appears in Customer Setup Queue (Dependent on Technical Spike #885572),,,"As a Customer Service user,
I want to automatically receive a notification when a tank order meets the system-defined criteria for the Customer Setup stage,
 
so that I can review new tank, product change, or label-only requests promptly without relying solely on dashboard monitoring.
 

 
Context and Background  

 *  CRM currently identifies tank orders requiring customer-service action using the TankOrderCustomerSetup view. 
 *  This view includes only orders that meet a very specific set of conditions. 
 *  Today, Customer Service monitors this view manually. 
 *  No automated notification exists. 
 *  The business now requires email notifications triggered when a tank order qualifies for Customer Setup. 
 *  Two notification models remain under consideration: 

 *  Per-Order Event-Triggered Email 
 *  Daily Summary Email 
 

 *  The technical spike #885572  will confirm which model is feasible/preferred. 
 *  This story documents acceptance criteria for both. 
 *  Trigger Criteria 

 *  A tank order must trigger notification only if ALL of the following conditions are true: 

 *  From TankOrder (Parent Entity) 
 *  Status = Active 
 *  Order Status = Customer Setup Pending 
 *  Sales Org ? {1001, 2001, 1500, 2500, US10, CA10} 
 *  (NOTE: Sales org update will be handled in a separate story. For this story, assume the view already includes the correct list.) 
 *  From TankOrderStatusTracker (Related Entity) 
 *  Status = Active 
 *  Record Status = Open 
 *  Request Type = Customer Setup 
 

 *  If a tank order appears in the TankOrderCustomerSetup view as a result of the above filters, it is considered ready for customer setup and must be included in the notification (either event-based or daily). 
 

 *  Required Email Content (Both Models) 

 *  Each tank order in the notification must include: 
 *  Order Type (New Tank / Product Change / New Label Only) 
 *  Request Type 
 *  Sold-To Account Number & Name 
 *  Ship-To Account Number & Name 
 *  NSAP Intercompany Ship-To Number (If available) 
 *  Tank Delivery Business Phone 
 *  CRM Record Link 
 

 

 


","Singh, Sahil",Pending Prod Release,FBU R2 Release; FBU_QAPush_Dec_Major5; validated in QA; validated in Test,\FBU 1C\CRM,"K S, Shamil",\One Dynamics\Sprint 25.17.04,2,Moved out of state In QA,Business,5,"Business Acceptance Criteria: 

 *  Option A – Event-Based Notification (Per Order) 

 *  Trigger When Order Qualifies for Customer Setup 

 *  Given a tank order meets all criteria defined in the TankOrderCustomerSetup view (status = active, order status = customer setup pending, etc.) 
 *  When the record first appears in the view and it is for a 1C account 
 *  Then an automated email must be sent immediately to Customer Service cs-watercare@ecolab.com.  
 

 *  Ensure One Notification Per Order 

 *  Given the tank order remains in customer setup pending 
 *  When the user opens/edits/saves the order 
 *  Then no additional notifications should be sent. 
 

 *  Email Content Requirements 

 *  Given the notification is generated 
 *  Then the email must include: 

 *  Order Type 
 *  Request Type 
 *  Sold-To Account Number & Name 
 *  Ship-To Account Number & Name 
 *  NSAP Intercompany Ship-To Number 
 *  Tank Delivery Business Phone 
 *  CRM Record Link 
 

 

 *  Email Subject & Body Formatting 

 *  Subject Example: 

 *  Tank Order Ready for Customer Setup – {{OrderName}} 
 

 *  Body must include: 

 *  Header identifying tank order 
 *  Attribute/value list (clean layout) 
 *  CRM hyperlink 
 *  No technical IDs visible to business users 
 

 

 

 

 
",5,,,,,
891933,Task,,,,,,,Update tank order Activity,,"Update Activity while sending an email 
","Singh, Sahil",Closed,,\FBU 1C\CRM,"Singh, Sahil",\One Dynamics\Sprint 25.17.03,2,Completed,,1,,,Development,,5,,5
889580,Release Details,,,,,,,Update Environment Variable in Prod,,"Update the Environment variable value in prod env
 1)TankOrderDL cs-watercare@ecolab.com
2)Email- From User Id with correct Guid


 ","Patro, Suman Kumar",New,,\FBU 1C\CRM,"Singh, Sahil",\One Dynamics\Sprint 25.17.02,,Moved to state New,,0,,,,,,,
897823,Fault,,,,,,,The Email was not triggered got an 1C Tank Order Request for the stage Customer Set Up,,"
 
Record Link: https://ecolabtest.crm.dynamics.com/main.aspx?appid=ab4ea951-1ec6-483e-b949-2e838f9c6052&forceUCI=1&pagetype=entityrecord&etn=ecl_tankorder&id=7424d4f2-3348-4334-bae8-d622e79f9e57 

 
The email didnt get triggered for the Tank Order Request when the request was routed to Tank Order - Customer Setup (EBS) Team 
","Mittal, Arpit",Closed,Priority 1,\FBU 1C\CRM,"K S, Shamil",\One Dynamics\Sprint 25.17.04,,Moved to state Closed,,5,,,,,,,
886860,Task,,,,,,,Testing,,,"M, Mallika",Closed,,\FBU 1C\CRM,"Hegedkar, Vaishnavi",\One Dynamics\Sprint 25.17.02,2,Completed,,0,,,Testing,,4,,3
